global_trial_index,phase,is_practice,stimulus_onset_monotonic,stimulus_onset_lsl,scheduled_response_window_close_monotonic,scheduled_response_window_close_lsl,response_window_close_monotonic,response_window_close_lsl,response_window_close_overshoot_seconds,scheduled_next_trial_onset_monotonic,actual_next_trial_onset_monotonic,actual_next_trial_onset_lsl,actual_trial_duration_seconds,actual_trial_duration_lsl_seconds,next_onset_schedule_drift_seconds,planned_break_after_trial,probe_after,timing_semantics_version,timing_finalization_status
458,support,0,1297420.671,1297420.8687423,1297422.2710000002,1297422.4687423,1297422.281,1297422.4685912,0.009999999776482582,1297422.2710000002,1297422.343,1297422.5390087,1.672000000020489,1.67026640009135,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
459,support,0,1297422.343,1297422.5390087,1297423.9430000002,1297424.1390087001,1297423.953,1297424.1399772,0.009999999776482582,1297423.9430000002,1297424.015,1297424.2069369,1.6719999997876585,1.6679281999822706,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
460,support,0,1297424.015,1297424.2069369,1297425.615,1297425.8069369001,1297425.625,1297425.8109415,0.010000000009313226,1297425.615,1297425.671,1297425.8650406,1.6560000001918525,1.6581037000287324,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
461,support,0,1297425.671,1297425.8650406,1297427.2710000002,1297427.4650406002,1297427.281,1297427.4677802,0.009999999776482582,1297427.2710000002,1297427.343,1297427.5430949,1.672000000020489,1.6780542999040335,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
462,support,0,1297427.343,1297427.5430949,1297428.9430000002,1297429.1430949,1297428.953,1297429.1405127,0.009999999776482582,1297428.9430000002,1297429.015,1297429.2094016,1.6719999997876585,1.666306700091809,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
463,support,0,1297429.015,1297429.2094016,1297430.615,1297430.8094016002,1297430.625,1297430.810775,0.010000000009313226,1297430.615,1297430.703,1297430.8994216,1.6880000000819564,1.6900199998635799,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
464,support,0,1297430.703,1297430.8994216,1297432.303,1297432.4994216,1297432.312,1297432.5004729,0.008999999845400453,1297432.303,1297432.375,1297432.5709394,1.672000000020489,1.6715178000740707,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
465,support,0,1297432.375,1297432.5709394,1297433.975,1297434.1709394,1297433.984,1297434.1720263,0.008999999845400453,1297433.975,1297434.046,1297434.2419821,1.671000000089407,1.6710427000652999,0.07099999999627471,0,0,2,measured_from_next_stimulus_flip
466,support,0,1297434.046,1297434.2419821,1297435.6460000002,1297435.8419821002,1297435.656,1297435.8430912,0.009999999776482582,1297435.6460000002,1297435.718,1297435.9161151,1.672000000020489,1.6741329999640584,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
467,support,0,1297435.718,1297435.9161151,1297437.3180000002,1297437.5161151001,1297437.328,1297437.515018,0.009999999776482582,1297437.3180000002,1297437.39,1297437.5896267,1.6719999997876585,1.673511599889025,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
468,support,0,1297437.39,1297437.5896267,1297438.99,1297439.1896267,1297439.0,1297439.1856161,0.010000000009313226,1297438.99,1297439.062,1297439.2534491,1.672000000020489,1.6638224001508206,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
469,support,0,1297439.062,1297439.2534491,1297440.662,1297440.8534491002,1297440.671,1297440.8580016,0.009000000078231096,1297440.662,1297440.75,1297440.9367472,1.6880000000819564,1.6832981000188738,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
470,support,0,1297440.75,1297440.9367472,1297442.35,1297442.5367472002,1297442.359,1297442.5463542,0.008999999845400453,1297442.35,1297442.437,1297442.6376161,1.6869999999180436,1.7008688999339938,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
471,support,0,1297442.437,1297442.6376161,1297444.037,1297444.2376161,1297444.046,1297444.2335056,0.009000000078231096,1297444.037,1297444.109,1297444.3094915,1.672000000020489,1.6718754000030458,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
472,support,0,1297444.109,1297444.3094915,1297445.709,1297445.9094915001,1297445.718,1297445.9054492,0.009000000078231096,1297445.709,1297445.796,1297445.9847776,1.6870000001508743,1.6752861000131816,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
473,support,0,1297445.796,1297445.9847776,1297447.3960000002,1297447.5847776001,1297447.406,1297447.5917091,0.009999999776482582,1297447.3960000002,1297447.484,1297447.6769688,1.6879999998491257,1.6921911998651922,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
474,support,0,1297447.484,1297447.6769688,1297449.084,1297449.2769688,1297449.093,1297449.2805565,0.009000000078231096,1297449.084,1297449.156,1297449.3562902,1.672000000020489,1.679321400122717,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
475,support,0,1297449.156,1297449.3562902,1297450.756,1297450.9562902001,1297450.765,1297450.9530798,0.008999999845400453,1297450.756,1297450.843,1297451.0344521,1.6870000001508743,1.678161900024861,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
476,support,0,1297450.843,1297451.0344521,1297452.4430000002,1297452.6344521001,1297452.453,1297452.6403143,0.009999999776482582,1297452.4430000002,1297452.531,1297452.7229989,1.6879999998491257,1.6885468000546098,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
477,support,0,1297452.531,1297452.7229989,1297454.131,1297454.3229989002,1297454.14,1297454.3263831,0.008999999845400453,1297454.131,1297454.203,1297454.3975972,1.672000000020489,1.6745982998982072,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
478,support,0,1297454.203,1297454.3975972,1297455.803,1297455.9975972,1297455.812,1297456.0003528,0.008999999845400453,1297455.803,1297455.89,1297456.0891316,1.6869999999180436,1.691534399986267,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
479,support,0,1297455.89,1297456.0891316,1297457.49,1297457.6891316,1297457.5,1297457.6864423,0.010000000009313226,1297457.49,1297457.578,1297457.7683614,1.6880000000819564,1.6792298001237214,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
480,support,0,1297457.578,1297457.7683614,1297459.178,1297459.3683614002,1297459.187,1297459.3730822,0.008999999845400453,1297459.178,1297459.265,1297459.4591755,1.6869999999180436,1.6908140999730676,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
481,support,0,1297459.265,1297459.4591755,1297460.865,1297461.0591755002,1297460.875,1297461.0617494,0.010000000009313226,1297460.865,1297460.953,1297461.1417502,1.6880000000819564,1.682574699865654,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
482,support,0,1297460.953,1297461.1417502,1297462.553,1297462.7417502,1297462.562,1297462.7484044,0.008999999845400453,1297462.553,1297462.625,1297462.8243709,1.672000000020489,1.6826206999830902,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
483,support,0,1297462.625,1297462.8243709,1297464.225,1297464.4243709,1297464.234,1297464.4209782,0.008999999845400453,1297464.225,1297464.312,1297464.5090188,1.6869999999180436,1.6846479000523686,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
484,support,0,1297464.312,1297464.5090188,1297465.912,1297466.1090188,1297465.921,1297466.1086004,0.009000000078231096,1297465.912,1297465.984,1297466.1812876,1.672000000020489,1.6722687999717891,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
485,support,0,1297465.984,1297466.1812876,1297467.584,1297467.7812876,1297467.593,1297467.7808109,0.009000000078231096,1297467.584,1297467.687,1297467.8756555,1.702999999979511,1.6943679000250995,0.10299999988637865,0,0,2,measured_from_next_stimulus_flip
486,support,0,1297467.687,1297467.8756555,1297469.287,1297469.4756555,1297469.296,1297469.4823365,0.009000000078231096,1297469.287,1297469.39,1297469.5771691,1.702999999979511,1.7015136000700295,0.10299999988637865,0,0,2,measured_from_next_stimulus_flip
487,support,0,1297469.39,1297469.5771691,1297470.99,1297471.1771691001,1297471.0,1297471.1871402,0.010000000009313226,1297470.99,1297471.078,1297471.2734333,1.6880000000819564,1.696264199912548,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
488,support,0,1297471.078,1297471.2734333,1297472.678,1297472.8734333,1297472.687,1297472.8729239,0.008999999845400453,1297472.678,1297472.75,1297472.94865,1.672000000020489,1.675216699950397,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
489,support,0,1297472.75,1297472.94865,1297474.35,1297474.54865,1297474.359,1297474.5451537,0.008999999845400453,1297474.35,1297474.421,1297474.6165806,1.671000000089407,1.6679306000005454,0.07099999999627471,0,0,2,measured_from_next_stimulus_flip
490,support,0,1297474.421,1297474.6165806,1297476.0210000002,1297476.2165806,1297476.031,1297476.2164568,0.009999999776482582,1297476.0210000002,1297476.093,1297476.2897528,1.672000000020489,1.6731722000986338,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
491,support,0,1297476.093,1297476.2897528,1297477.6930000002,1297477.8897528,1297477.703,1297477.8910429,0.009999999776482582,1297477.6930000002,1297477.781,1297477.9725013,1.6879999998491257,1.6827485000248998,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
492,support,0,1297477.781,1297477.9725013,1297479.381,1297479.5725013001,1297479.39,1297479.5763891,0.008999999845400453,1297479.381,1297479.437,1297479.6317754,1.6559999999590218,1.6592740998603404,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
493,support,0,1297479.437,1297479.6317754,1297481.037,1297481.2317754,1297481.046,1297481.2345723,0.009000000078231096,1297481.037,1297481.109,1297481.2987519,1.672000000020489,1.6669765000697225,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
494,support,0,1297481.109,1297481.2987519,1297482.709,1297482.8987519,1297482.718,1297482.9065817,0.009000000078231096,1297482.709,1297482.781,1297482.9724348,1.672000000020489,1.6736828999128193,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
495,support,0,1297482.781,1297482.9724348,1297484.381,1297484.5724348,1297484.39,1297484.5773586,0.008999999845400453,1297484.381,1297484.437,1297484.6342579,1.6559999999590218,1.6618231001775712,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
496,support,0,1297484.437,1297484.6342579,1297486.037,1297486.2342579002,1297486.046,1297486.2324076,0.009000000078231096,1297486.037,1297486.109,1297486.2960131,1.672000000020489,1.661755200009793,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
497,support,0,1297486.109,1297486.2960131,1297487.709,1297487.8960131002,1297487.718,1297487.9065278,0.009000000078231096,1297487.709,1297487.781,1297487.9810889,1.672000000020489,1.685075799934566,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
498,support,0,1297487.781,1297487.9810889,1297489.381,1297489.5810889,1297489.39,1297489.5758607,0.008999999845400453,1297489.381,1297489.437,1297489.6333594,1.6559999999590218,1.6522705000825226,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
499,support,0,1297489.437,1297489.6333594,1297491.037,1297491.2333594002,1297491.046,1297491.23244,0.009000000078231096,1297491.037,1297491.109,1297491.2953071,1.672000000020489,1.6619476999621838,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
500,support,0,1297491.109,1297491.2953071,1297492.709,1297492.8953071001,1297492.718,1297492.9040383,0.009000000078231096,1297492.709,1297544.859,1297545.0553868,53.75,53.76007970003411,,1,0,2,measured_from_next_stimulus_flip
501,query,0,1297544.859,1297545.0553868,1297546.459,1297546.6553868002,1297546.468,1297546.6549662,0.009000000078231096,1297546.459,1297546.546,1297546.7390946,1.6870000001508743,1.683707799995318,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
502,query,0,1297546.546,1297546.7390946,1297548.1460000002,1297548.3390946002,1297548.156,1297548.3429183,0.009999999776482582,1297548.1460000002,1297548.218,1297548.4173326,1.672000000020489,1.6782380000222474,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
503,query,0,1297548.218,1297548.4173326,1297549.8180000002,1297550.0173326002,1297549.828,1297550.0157811,0.009999999776482582,1297549.8180000002,1297549.906,1297550.0917349,1.6879999998491257,1.6744022998027503,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
504,query,0,1297549.906,1297550.0917349,1297551.506,1297551.6917349,1297551.515,1297551.7023181,0.008999999845400453,1297551.506,1297551.578,1297551.7662768,1.672000000020489,1.6745419001672417,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
505,query,0,1297551.578,1297551.7662768,1297553.178,1297553.3662768002,1297553.187,1297553.3732327,0.008999999845400453,1297553.178,1297553.265,1297553.4572942,1.6869999999180436,1.691017400007695,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
506,query,0,1297553.265,1297553.4572942,1297554.865,1297555.0572942002,1297554.875,1297555.061627,0.010000000009313226,1297554.865,1297554.953,1297555.1417189,1.6880000000819564,1.6844246999826282,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
507,query,0,1297554.953,1297555.1417189,1297556.553,1297556.7417189002,1297556.562,1297556.7486095,0.008999999845400453,1297556.553,1297556.625,1297556.8229562,1.672000000020489,1.681237299926579,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
508,query,0,1297556.625,1297556.8229562,1297558.225,1297558.4229562,1297558.234,1297558.4205351,0.008999999845400453,1297558.225,1297558.296,1297558.489948,1.671000000089407,1.666991800069809,0.07099999999627471,0,0,2,measured_from_next_stimulus_flip
509,query,0,1297558.296,1297558.489948,1297559.8960000002,1297560.0899480002,1297559.906,1297560.0926188,0.009999999776482582,1297559.8960000002,1297559.968,1297560.16502,1.672000000020489,1.6750719998963177,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
510,query,0,1297559.968,1297560.16502,1297561.5680000002,1297561.76502,1297561.578,1297561.7636725,0.009999999776482582,1297561.5680000002,1297561.64,1297561.8339423,1.6719999997876585,1.6689222999848425,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
511,query,0,1297561.64,1297561.8339423,1297563.24,1297563.4339423,1297563.25,1297563.436752,0.010000000009313226,1297563.24,1297563.312,1297563.5115923,1.672000000020489,1.6776499999687076,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
512,query,0,1297563.312,1297563.5115923,1297564.912,1297565.1115923,1297564.921,1297565.1095551,0.009000000078231096,1297564.912,1297565.0,1297565.1893984,1.6880000000819564,1.677806100109592,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
513,query,0,1297565.0,1297565.1893984,1297566.6,1297566.7893984,1297566.609,1297566.7961717,0.008999999845400453,1297566.6,1297566.656,1297566.8440634,1.6559999999590218,1.6546650000382215,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
514,query,0,1297566.656,1297566.8440634,1297568.256,1297568.4440634002,1297568.265,1297568.4516309,0.008999999845400453,1297568.256,1297568.328,1297568.5149846,1.672000000020489,1.6709211999550462,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
515,query,0,1297568.328,1297568.5149846,1297569.928,1297570.1149846,1297569.937,1297570.124183,0.008999999845400453,1297569.928,1297570.0,1297570.1923595,1.672000000020489,1.6773749000858516,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
516,query,0,1297570.0,1297570.1923595,1297571.6,1297571.7923595002,1297571.609,1297571.7961416,0.008999999845400453,1297571.6,1297571.656,1297571.856289,1.6559999999590218,1.663929499918595,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
517,query,0,1297571.656,1297571.856289,1297573.256,1297573.456289,1297573.265,1297573.4515787,0.008999999845400453,1297573.256,1297573.328,1297573.515181,1.672000000020489,1.6588920000940561,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
518,query,0,1297573.328,1297573.515181,1297574.928,1297575.1151810002,1297574.937,1297575.1246909,0.008999999845400453,1297574.928,1297575.015,1297575.2091116,1.6869999999180436,1.6939305998384953,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
519,query,0,1297575.015,1297575.2091116,1297576.615,1297576.8091116,1297576.625,1297576.8107191,0.010000000009313226,1297576.615,1297576.671,1297576.8710058,1.6560000001918525,1.661894200136885,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
520,query,0,1297576.671,1297576.8710058,1297578.2710000002,1297578.4710058002,1297578.281,1297578.4682231,0.009999999776482582,1297578.2710000002,1297578.343,1297578.531111,1.672000000020489,1.6601052000187337,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
521,query,0,1297578.343,1297578.531111,1297579.9430000002,1297580.1311110002,1297579.953,1297580.1410012,0.009999999776482582,1297579.9430000002,1297580.015,1297580.2062506,1.6719999997876585,1.6751395999453962,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
522,query,0,1297580.015,1297580.2062506,1297581.615,1297581.8062506001,1297581.625,1297581.8114263,0.010000000009313226,1297581.615,1297581.671,1297581.8729351,1.6560000001918525,1.6666844999417663,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
523,query,0,1297581.671,1297581.8729351,1297583.2710000002,1297583.4729351,1297583.281,1297583.466831,0.009999999776482582,1297583.2710000002,1297583.343,1297583.537878,1.672000000020489,1.6649428999517113,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
524,query,0,1297583.343,1297583.537878,1297584.9430000002,1297585.137878,1297584.953,1297585.1396299,0.009999999776482582,1297584.9430000002,1297585.031,1297585.2206521,1.6879999998491257,1.6827740999870002,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
525,query,0,1297585.031,1297585.2206521,1297586.631,1297586.8206521,1297586.64,1297586.8268921,0.008999999845400453,1297586.631,1297586.703,1297586.8895914,1.672000000020489,1.668939300114289,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
526,query,0,1297586.703,1297586.8895914,1297588.303,1297588.4895914001,1297588.312,1297588.4997566,0.008999999845400453,1297588.303,1297588.39,1297588.5798447,1.6869999999180436,1.6902532998938113,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
527,query,0,1297588.39,1297588.5798447,1297589.99,1297590.1798447,1297590.0,1297590.1869468,0.010000000009313226,1297589.99,1297590.062,1297590.2575779,1.672000000020489,1.6777332001365721,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
528,query,0,1297590.062,1297590.2575779,1297591.662,1297591.8575779002,1297591.671,1297591.8582028,0.009000000078231096,1297591.662,1297591.718,1297591.9164569,1.6560000001918525,1.6588789999950677,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
529,query,0,1297591.718,1297591.9164569,1297593.3180000002,1297593.5164569002,1297593.328,1297593.5158153,0.009999999776482582,1297593.3180000002,1297593.406,1297593.6017077,1.6879999998491257,1.6852507998701185,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
530,query,0,1297593.406,1297593.6017077,1297595.006,1297595.2017077,1297595.015,1297595.2012343,0.008999999845400453,1297595.006,1297595.078,1297595.265376,1.672000000020489,1.663668300025165,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
531,query,0,1297595.078,1297595.265376,1297596.678,1297596.865376,1297596.687,1297596.8731725,0.008999999845400453,1297596.678,1297596.734,1297596.9311776,1.6559999999590218,1.665801600087434,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
532,query,0,1297596.734,1297596.9311776,1297598.334,1297598.5311776001,1297598.343,1297598.5308138,0.009000000078231096,1297598.334,1297598.406,1297598.5975843,1.672000000020489,1.6664066999219358,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
533,query,0,1297598.406,1297598.5975843,1297600.006,1297600.1975843,1297600.015,1297600.2032869,0.008999999845400453,1297600.006,1297600.078,1297600.2655819,1.672000000020489,1.6679976000450552,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
534,query,0,1297600.078,1297600.2655819,1297601.678,1297601.8655819,1297601.687,1297601.8727679,0.008999999845400453,1297601.678,1297601.75,1297601.9399431,1.672000000020489,1.6743612000718713,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
535,query,0,1297601.75,1297601.9399431,1297603.35,1297603.5399431002,1297603.359,1297603.5466769,0.008999999845400453,1297603.35,1297603.437,1297603.6306524,1.6869999999180436,1.6907092998735607,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
536,query,0,1297603.437,1297603.6306524,1297605.037,1297605.2306524,1297605.046,1297605.2323873,0.009000000078231096,1297605.037,1297605.109,1297605.3060742,1.672000000020489,1.6754217999987304,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
537,query,0,1297605.109,1297605.3060742,1297606.709,1297606.9060742,1297606.718,1297606.9046464,0.009000000078231096,1297606.709,1297606.781,1297606.9760341,1.672000000020489,1.669959899969399,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
538,query,0,1297606.781,1297606.9760341,1297608.381,1297608.5760341,1297608.39,1297608.5768034,0.008999999845400453,1297608.381,1297608.437,1297608.6330979,1.6559999999590218,1.657063800143078,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
539,query,0,1297608.437,1297608.6330979,1297610.037,1297610.2330979002,1297610.046,1297610.2332487,0.009000000078231096,1297610.037,1297610.109,1297610.3084337,1.672000000020489,1.6753357998095453,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
540,query,0,1297610.109,1297610.3084337,1297611.709,1297611.9084337,1297611.718,1297611.9052298,0.009000000078231096,1297611.709,1297611.781,1297611.974588,1.672000000020489,1.6661543000955135,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
541,query,0,1297611.781,1297611.974588,1297613.381,1297613.574588,1297613.39,1297613.5775294,0.008999999845400453,1297613.381,1297613.437,1297613.634305,1.6559999999590218,1.6597170000895858,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
542,query,0,1297613.437,1297613.634305,1297615.037,1297615.2343050002,1297615.046,1297615.2325515,0.009000000078231096,1297615.037,1297615.109,1297615.3059391,1.672000000020489,1.6716340999118984,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
543,query,0,1297615.109,1297615.3059391,1297616.709,1297616.9059391,1297616.718,1297616.9046597,0.009000000078231096,1297616.709,1297616.781,1297616.9735165,1.672000000020489,1.667577400105074,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
544,query,0,1297616.781,1297616.9735165,1297618.381,1297618.5735165002,1297618.39,1297618.576794,0.008999999845400453,1297618.381,1297618.437,1297618.63458,1.6559999999590218,1.6610634999815375,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
545,query,0,1297618.437,1297618.63458,1297620.037,1297620.2345800002,1297620.046,1297620.2334671,0.009000000078231096,1297620.037,1297620.109,1297620.3064247,1.672000000020489,1.6718446998856962,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
546,query,0,1297620.109,1297620.3064247,1297621.709,1297621.9064247,1297621.718,1297621.9055644,0.009000000078231096,1297621.709,1297621.765,1297621.9648376,1.6559999999590218,1.6584129000548273,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
547,query,0,1297621.765,1297621.9648376,1297623.365,1297623.5648376,1297623.375,1297623.5614413,0.010000000009313226,1297623.365,1297623.421,1297623.6226426,1.6560000001918525,1.6578049999661744,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
548,query,0,1297623.421,1297623.6226426,1297625.0210000002,1297625.2226426,1297625.031,1297625.2169181,0.009999999776482582,1297625.0210000002,1297625.093,1297625.2912526,1.672000000020489,1.668610000051558,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
549,query,0,1297625.093,1297625.2912526,1297626.6930000002,1297626.8912526001,1297626.703,1297626.8909703,0.009999999776482582,1297626.6930000002,1297626.75,1297626.9481609,1.656999999890104,1.6569083000067621,0.05699999979697168,0,0,2,measured_from_next_stimulus_flip
550,query,0,1297626.75,1297626.9481609,1297628.35,1297628.5481609001,1297628.359,1297628.5456701,0.008999999845400453,1297628.35,1297628.421,1297628.6148913,1.671000000089407,1.6667303999420255,0.07099999999627471,0,0,2,measured_from_next_stimulus_flip
551,query,0,1297628.421,1297628.6148913,1297630.0210000002,1297630.2148913,1297630.031,1297630.217416,0.009999999776482582,1297630.0210000002,1297630.093,1297630.2884767,1.672000000020489,1.6735853999853134,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
552,query,0,1297630.093,1297630.2884767,1297631.6930000002,1297631.8884767,1297631.703,1297631.8896301,0.009999999776482582,1297631.6930000002,1297631.765,1297631.9560141,1.6719999997876585,1.667537400033325,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
553,query,0,1297631.765,1297631.9560141,1297633.365,1297633.5560141,1297633.375,1297633.5612455,0.010000000009313226,1297633.365,1297633.421,1297633.6225972,1.6560000001918525,1.6665831001009792,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
554,query,0,1297633.421,1297633.6225972,1297635.0210000002,1297635.2225972002,1297635.031,1297635.2176801,0.009999999776482582,1297635.0210000002,1297635.093,1297635.2847897,1.672000000020489,1.6621924999635667,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
555,query,0,1297635.093,1297635.2847897,1297636.6930000002,1297636.8847897002,1297636.703,1297636.8884104,0.009999999776482582,1297636.6930000002,1297636.765,1297636.9608196,1.6719999997876585,1.6760298998560756,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
556,query,0,1297636.765,1297636.9608196,1297638.365,1297638.5608196,1297638.375,1297638.5607646,0.010000000009313226,1297638.365,1297638.421,1297638.6168072,1.6560000001918525,1.6559876000974327,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
557,query,0,1297638.421,1297638.6168072,1297640.0210000002,1297640.2168072,1297640.031,1297640.2183141,0.009999999776482582,1297640.0210000002,1297640.093,1297640.2898976,1.672000000020489,1.6730903999414295,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
558,query,0,1297640.093,1297640.2898976,1297641.6930000002,1297641.8898976,1297641.703,1297641.8903333,0.009999999776482582,1297641.6930000002,1297641.765,1297641.9559143,1.6719999997876585,1.6660166999790817,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
559,query,0,1297641.765,1297641.9559143,1297643.365,1297643.5559143,1297643.375,1297643.5615413,0.010000000009313226,1297643.365,1297643.421,1297643.6224699,1.6560000001918525,1.666555600007996,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
560,query,0,1297643.421,1297643.6224699,1297645.0210000002,1297645.2224699,1297645.031,1297645.2176832,0.009999999776482582,1297645.0210000002,1297645.093,1297645.2895883,1.672000000020489,1.6671184001024812,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
561,query,0,1297645.093,1297645.2895883,1297646.6930000002,1297646.8895883001,1297646.703,1297646.8892117,0.009999999776482582,1297646.6930000002,1297646.765,1297646.9641206,1.6719999997876585,1.674532299861312,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
562,query,0,1297646.765,1297646.9641206,1297648.365,1297648.5641206,1297648.375,1297648.5613067,0.010000000009313226,1297648.365,1297648.437,1297648.6299013,1.672000000020489,1.6657807000447065,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
563,query,0,1297648.437,1297648.6299013,1297650.037,1297650.2299013,1297650.046,1297650.2324651,0.009000000078231096,1297650.037,1297650.109,1297650.3085668,1.672000000020489,1.6786655001342297,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
564,query,0,1297650.109,1297650.3085668,1297651.709,1297651.9085668002,1297651.718,1297651.9062082,0.009000000078231096,1297651.709,1297651.765,1297651.9624278,1.6559999999590218,1.6538609999697655,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
565,query,0,1297651.765,1297651.9624278,1297653.365,1297653.5624278001,1297653.375,1297653.5611681,0.010000000009313226,1297653.365,1297653.421,1297653.6156946,1.6560000001918525,1.6532667998690158,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
566,query,0,1297653.421,1297653.6156946,1297655.0210000002,1297655.2156946,1297655.031,1297655.218115,0.009999999776482582,1297655.0210000002,1297655.093,1297655.2882021,1.672000000020489,1.6725075000431389,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
